Item_ID,Category,Item_Name,Current_Stock,Min_Required,Max_Capacity,Unit_Cost,Avg_Usage_Per_Day,Restock_Lead_Time,Vendor_ID,Vendor_Name,Cost_Per_Item,Days_Until_Stockout,Risk_Label
2316,Diagnostic Supplies,Test Kit,726,193,1064,419.77,76,12,V003,HealthTools Ltd.,444.3,9.552631578947368,High
2317,Surgical Supplies,Gauze,852,289,1342,80.07,305,2,V005,PrimeMed Supply Chain,71.03,2.7934426229508196,Medium
2318,IV & Emergency Supplies,Cannula,97,23,151,757.64,86,3,V003,HealthTools Ltd.,672.9,1.127906976744186,High
2319,Medicines,Insulin,2992,772,5082,226.56,96,8,V004,CarePlus Distributors,244.48,31.166666666666668,Low
2320,IV & Emergency Supplies,Defibrillator Pads,1509,179,2727,63.56,190,6,V003,HealthTools Ltd.,53.98,7.942105263157894,Medium
2321,Surgical Supplies,Syringes,528,152,750,59.78,192,9,V003,HealthTools Ltd.,54.36,2.75,High
2322,Diagnostic Supplies,X-ray Film,483,49,1053,101.81,37,11,V002,EquipMed Co.,86.16,13.054054054054054,Medium
2323,Diagnostic Supplies,Reagent,709,99,1721,292.69,53,13,V003,HealthTools Ltd.,304.72,13.377358490566039,Medium
2324,Surgical Supplies,Sutures,2415,330,4196,29.8,385,6,V002,EquipMed Co.,25.71,6.2727272727272725,Medium
2325,Equipment/Consumables,Ventilator Filter,7,1,12,15536.5,2,9,V003,HealthTools Ltd.,14956.93,3.5,High
2326,Surgical Supplies,Syringes,2153,408,4639,3.74,178,8,V005,PrimeMed Supply Chain,3.7,12.095505617977528,Medium
2327,Equipment/Consumables,Small Equipment,824,126,2034,863.15,31,9,V002,EquipMed Co.,842.86,26.580645161290324,Low
2328,Diagnostic Supplies,Test Kit,799,188,1440,102.39,77,6,V002,EquipMed Co.,89.02,10.376623376623376,Medium
2329,Surgical Supplies,Surgical Gloves,1396,165,2534,37.47,342,6,V004,CarePlus Distributors,30.2,4.081871345029239,High
2330,Surgical Supplies,Surgical Gloves,1052,229,1939,73.65,96,3,V002,EquipMed Co.,62.53,10.958333333333334,Low
2331,Diagnostic Supplies,Test Kit,302,68,698,157.18,28,8,V004,CarePlus Distributors,165.04,10.785714285714286,Medium
2332,IV & Emergency Supplies,Emergency Kit,1609,429,3898,142.8,186,5,V003,HealthTools Ltd.,156.32,8.650537634408602,Medium
2333,Diagnostic Supplies,Reagent,676,127,1535,560.46,33,12,V002,EquipMed Co.,562.56,20.484848484848484,Medium
2334,IV & Emergency Supplies,Oxygen Mask,1711,351,3128,250.96,105,3,V005,PrimeMed Supply Chain,225.3,16.295238095238094,Low
2335,Surgical Supplies,Syringes,4231,916,7492,57.93,125,7,V005,PrimeMed Supply Chain,61.09,33.848,Low
2336,Surgical Supplies,Sutures,12338,3978,20056,3.78,200,9,V005,PrimeMed Supply Chain,3.45,61.69,Low
2337,IV & Emergency Supplies,Emergency Kit,833,114,1824,220.68,57,6,V005,PrimeMed Supply Chain,226.34,14.614035087719298,Low
2338,Diagnostic Supplies,Test Kit,356,77,672,416.01,29,15,V001,MedSupplies Inc.,332.84,12.275862068965518,High
2339,Equipment/Consumables,BP Monitor Cuff,350,43,696,14876.36,58,9,V001,MedSupplies Inc.,13190.66,6.0344827586206895,High
2340,Equipment/Consumables,BP Monitor Cuff,156,47,330,14712.53,50,5,V005,PrimeMed Supply Chain,13016.08,3.12,High
2341,Surgical Supplies,Sutures,2033,456,3920,99.43,263,7,V001,MedSupplies Inc.,89.25,7.730038022813688,Medium
2342,Equipment/Consumables,BP Monitor Cuff,176,47,211,14826.17,6,9,V003,HealthTools Ltd.,15261.35,29.333333333333332,Low
2343,Surgical Supplies,Gauze,5414,1117,7187,4.1,198,8,V004,CarePlus Distributors,3.86,27.343434343434343,Low
2344,Surgical Supplies,Sutures,767,164,1565,88.69,284,2,V003,HealthTools Ltd.,76.54,2.7007042253521125,Medium
2345,Medicines,Antiviral,2360,645,3630,50.61,99,10,V001,MedSupplies Inc.,51.98,23.838383838383837,Low
2346,IV & Emergency Supplies,Cannula,958,108,1715,374.16,177,3,V005,PrimeMed Supply Chain,405.66,5.4124293785310735,Medium
2347,Surgical Supplies,Surgical Gloves,7552,918,15907,86.59,390,3,V002,EquipMed Co.,76.62,19.364102564102563,Low
2348,Surgical Supplies,Surgical Mask,2160,261,3411,18.37,344,3,V005,PrimeMed Supply Chain,16.82,6.27906976744186,Low
2349,IV & Emergency Supplies,Emergency Kit,511,130,1138,308.27,56,6,V001,MedSupplies Inc.,314.96,9.125,Medium
2350,IV & Emergency Supplies,Oxygen Mask,1597,459,3897,116.82,135,6,V002,EquipMed Co.,95.1,11.829629629629629,Medium
2351,Surgical Supplies,Surgical Mask,1163,396,1974,55.05,383,5,V005,PrimeMed Supply Chain,52.72,3.0365535248041775,High
2352,IV & Emergency Supplies,Defibrillator Pads,466,137,728,34.22,101,3,V002,EquipMed Co.,32.61,4.6138613861386135,Medium
2353,IV & Emergency Supplies,Cannula,256,50,624,440.46,103,6,V004,CarePlus Distributors,399.2,2.4854368932038833,High
2354,IV & Emergency Supplies,Defibrillator Pads,341,58,825,79.51,106,2,V004,CarePlus Distributors,83.34,3.2169811320754715,Medium
2355,IV & Emergency Supplies,Emergency Kit,639,135,923,617.98,18,6,V002,EquipMed Co.,588.24,35.5,Low
2356,Equipment/Consumables,BP Monitor Cuff,262,75,507,17771.87,34,9,V004,CarePlus Distributors,16349.73,7.705882352941177,High
2357,Medicines,Insulin,83,23,110,401.44,8,12,V003,HealthTools Ltd.,434.14,10.375,High
2358,Equipment/Consumables,BP Monitor Cuff,17,2,35,334.74,3,5,V005,PrimeMed Supply Chain,347.5,5.666666666666667,Medium
2359,Diagnostic Supplies,Reagent,382,102,839,379.79,7,19,V001,MedSupplies Inc.,390.4,54.57142857142857,Low
2360,Surgical Supplies,Gauze,339,110,434,42.27,112,5,V005,PrimeMed Supply Chain,40.78,3.0267857142857144,High
2361,Equipment/Consumables,Thermometer,1446,263,2779,6063.85,46,5,V001,MedSupplies Inc.,4954.45,31.434782608695652,Low
2362,Equipment/Consumables,BP Monitor Cuff,194,32,267,12033.51,58,3,V004,CarePlus Distributors,13131.34,3.3448275862068964,Medium
2363,Equipment/Consumables,BP Monitor Cuff,313,101,596,3960.48,58,6,V003,HealthTools Ltd.,3673.99,5.396551724137931,High
2364,Equipment/Consumables,Ventilator Filter,135,16,212,12086.58,11,6,V005,PrimeMed Supply Chain,11434.07,12.272727272727273,Low
2365,Surgical Supplies,Surgical Mask,3439,464,6222,16.3,142,9,V005,PrimeMed Supply Chain,14.42,24.218309859154928,Low
2366,IV & Emergency Supplies,Cannula,521,94,954,364.89,77,5,V004,CarePlus Distributors,325.42,6.766233766233766,Medium
2367,Surgical Supplies,Surgical Gloves,3438,627,7872,23.17,92,9,V002,EquipMed Co.,20.99,37.369565217391305,Low
2368,Equipment/Consumables,BP Monitor Cuff,119,25,247,19496.51,36,10,V005,PrimeMed Supply Chain,19166.5,3.3055555555555554,High
2369,Surgical Supplies,Gauze,1392,325,3304,58.25,173,7,V004,CarePlus Distributors,48.03,8.046242774566474,Medium
2370,Diagnostic Supplies,Blood Collection Tube,201,29,362,553.05,26,7,V002,EquipMed Co.,594.87,7.730769230769231,Medium
2371,Surgical Supplies,Sutures,3130,1011,6136,95.81,383,2,V003,HealthTools Ltd.,90.44,8.172323759791123,Low
2372,Surgical Supplies,Syringes,1931,295,3904,37.16,237,5,V003,HealthTools Ltd.,33.8,8.147679324894515,Medium
2373,Equipment/Consumables,Small Equipment,676,146,1436,16023.71,8,13,V003,HealthTools Ltd.,13944.76,84.5,Low
2374,Diagnostic Supplies,Test Kit,1198,263,2105,494.24,59,16,V003,HealthTools Ltd.,479.08,20.305084745762713,Medium
2375,Equipment/Consumables,Small Equipment,71,24,102,10487.62,15,7,V005,PrimeMed Supply Chain,10878.35,4.733333333333333,High
2376,Surgical Supplies,Sutures,2840,976,3470,86.25,330,5,V004,CarePlus Distributors,93.28,8.606060606060606,Medium
2377,Equipment/Consumables,Ventilator Filter,717,151,1722,6011.45,17,11,V003,HealthTools Ltd.,4917.24,42.1764705882353,Low
2378,Equipment/Consumables,Thermometer,2308,789,3638,15894.5,52,7,V002,EquipMed Co.,14260.98,44.38461538461539,Low
2379,Medicines,Insulin,696,205,913,102.7,137,9,V005,PrimeMed Supply Chain,91.13,5.08029197080292,High
2380,Diagnostic Supplies,Reagent,364,53,687,339.32,62,13,V003,HealthTools Ltd.,297.11,5.870967741935484,High
2381,Surgical Supplies,Surgical Mask,261,86,475,77.07,66,6,V003,HealthTools Ltd.,67.47,3.9545454545454546,High
2382,Equipment/Consumables,Small Equipment,2591,843,4048,14361.72,59,12,V004,CarePlus Distributors,14428.81,43.91525423728814,Low
2383,Surgical Supplies,Surgical Mask,2582,771,4733,44.85,363,5,V005,PrimeMed Supply Chain,44.36,7.112947658402204,Medium
2384,IV & Emergency Supplies,IV Fluid,907,157,1891,85.29,142,2,V001,MedSupplies Inc.,93.71,6.387323943661972,Low
2385,Diagnostic Supplies,Blood Collection Tube,529,61,968,257.72,59,5,V001,MedSupplies Inc.,229.28,8.966101694915254,Medium
2386,Medicines,Antihistamine,1691,519,2815,168.0,128,9,V004,CarePlus Distributors,169.08,13.2109375,Medium
2387,Surgical Supplies,Surgical Mask,1754,394,2483,26.48,356,4,V001,MedSupplies Inc.,23.46,4.926966292134831,Medium
2388,Equipment/Consumables,Ventilator Filter,590,102,848,16715.77,21,9,V003,HealthTools Ltd.,16962.71,28.095238095238095,Low
2389,Equipment/Consumables,Small Equipment,1934,411,3781,1252.75,19,14,V002,EquipMed Co.,1359.98,101.78947368421052,Low
2390,IV & Emergency Supplies,Emergency Kit,281,86,356,555.37,147,6,V004,CarePlus Distributors,491.93,1.91156462585034,High
2391,Medicines,Antihistamine,4163,733,5811,29.74,78,8,V003,HealthTools Ltd.,25.87,53.37179487179487,Low
2392,Surgical Supplies,Gauze,2890,432,6874,10.65,347,5,V002,EquipMed Co.,8.71,8.328530259365994,Medium
2393,Medicines,Painkiller,2340,371,5393,70.44,122,10,V004,CarePlus Distributors,71.17,19.18032786885246,Medium
2394,IV & Emergency Supplies,Emergency Kit,2345,677,2973,747.28,94,6,V002,EquipMed Co.,737.16,24.9468085106383,Low
2395,Medicines,Painkiller,1591,305,2472,296.42,63,11,V004,CarePlus Distributors,245.27,25.253968253968253,Low
2396,IV & Emergency Supplies,Cannula,1183,268,2456,67.95,118,5,V001,MedSupplies Inc.,72.41,10.025423728813559,Low
2397,Diagnostic Supplies,X-ray Film,7956,2485,17728,442.26,60,17,V002,EquipMed Co.,396.35,132.6,Low
2398,IV & Emergency Supplies,Defibrillator Pads,1559,333,3745,437.37,100,2,V004,CarePlus Distributors,468.27,15.59,Low
2399,IV & Emergency Supplies,Cannula,20,6,45,355.83,17,2,V003,HealthTools Ltd.,388.61,1.1764705882352942,High
2400,IV & Emergency Supplies,Defibrillator Pads,3861,930,8332,363.45,133,4,V002,EquipMed Co.,293.42,29.030075187969924,Low
2401,Equipment/Consumables,Small Equipment,241,65,317,15134.42,42,12,V002,EquipMed Co.,12992.99,5.738095238095238,High
2402,Equipment/Consumables,Small Equipment,2472,278,4435,8785.5,55,12,V002,EquipMed Co.,9457.22,44.945454545454545,Low
2403,IV & Emergency Supplies,Cannula,438,55,970,306.42,127,4,V001,MedSupplies Inc.,268.4,3.4488188976377954,High
2404,IV & Emergency Supplies,IV Fluid,36,5,79,201.07,51,2,V003,HealthTools Ltd.,170.99,0.7058823529411765,High
2405,Equipment/Consumables,Thermometer,953,219,1983,13910.48,32,4,V003,HealthTools Ltd.,12653.69,29.78125,Low
2406,Surgical Supplies,Gauze,536,145,1271,28.39,67,5,V002,EquipMed Co.,26.33,8.0,Medium
2407,Diagnostic Supplies,Test Kit,1351,343,1659,38.87,57,6,V004,CarePlus Distributors,37.56,23.70175438596491,Low
2408,Diagnostic Supplies,Test Kit,1480,150,3205,273.77,30,7,V002,EquipMed Co.,289.18,49.333333333333336,Low
2409,Surgical Supplies,Gauze,2381,566,4220,90.09,271,2,V003,HealthTools Ltd.,92.43,8.785977859778598,Low
2410,Surgical Supplies,Gauze,976,160,1541,44.05,136,8,V003,HealthTools Ltd.,36.89,7.176470588235294,High
2411,IV & Emergency Supplies,IV Fluid,568,192,688,294.07,73,4,V003,HealthTools Ltd.,246.99,7.780821917808219,Medium
2412,IV & Emergency Supplies,IV Fluid,124,30,191,741.6,14,4,V001,MedSupplies Inc.,688.01,8.857142857142858,Low
2413,Surgical Supplies,Sutures,499,82,845,73.78,68,3,V002,EquipMed Co.,79.19,7.338235294117647,Low
2414,Surgical Supplies,Surgical Mask,594,167,1009,23.54,119,2,V005,PrimeMed Supply Chain,22.66,4.991596638655462,Low
2415,IV & Emergency Supplies,Defibrillator Pads,788,107,1960,709.48,86,3,V001,MedSupplies Inc.,677.58,9.162790697674419,Low
2416,Surgical Supplies,Syringes,125,22,199,66.57,154,2,V001,MedSupplies Inc.,63.59,0.8116883116883117,High
2417,IV & Emergency Supplies,Emergency Kit,172,23,265,74.94,16,3,V003,HealthTools Ltd.,78.77,10.75,Low
2418,IV & Emergency Supplies,Cannula,483,49,963,329.32,124,2,V005,PrimeMed Supply Chain,335.49,3.8951612903225805,Medium
2419,Medicines,Antibiotic,2000,236,2510,380.69,121,9,V005,PrimeMed Supply Chain,368.84,16.52892561983471,Medium
2420,Medicines,Antiviral,5535,822,12601,33.81,133,9,V001,MedSupplies Inc.,33.14,41.61654135338346,Low
2421,IV & Emergency Supplies,IV Fluid,1214,135,2536,614.73,79,3,V005,PrimeMed Supply Chain,574.87,15.367088607594937,Low
2422,Medicines,Antibiotic,10818,3399,21595,465.45,110,13,V004,CarePlus Distributors,403.05,98.34545454545454,Low
2423,IV & Emergency Supplies,IV Fluid,1051,123,1772,525.19,145,6,V004,CarePlus Distributors,430.89,7.248275862068965,Medium
2424,Surgical Supplies,Sutures,3537,438,6135,60.92,273,6,V001,MedSupplies Inc.,56.55,12.956043956043956,Low
2425,Surgical Supplies,Syringes,70,10,91,32.6,32,4,V003,HealthTools Ltd.,33.51,2.1875,High
2426,Medicines,Painkiller,1542,479,2939,404.9,130,11,V004,CarePlus Distributors,332.5,11.861538461538462,Medium
2427,IV & Emergency Supplies,Emergency Kit,900,140,1321,660.41,126,2,V001,MedSupplies Inc.,690.5,7.142857142857143,Low
2428,Medicines,Antiviral,2137,503,4341,464.72,139,9,V002,EquipMed Co.,405.57,15.37410071942446,Medium
2429,Equipment/Consumables,Small Equipment,60,9,117,2992.63,20,5,V005,PrimeMed Supply Chain,2421.22,3.0,High
2430,Diagnostic Supplies,Reagent,1056,230,1552,59.5,53,14,V001,MedSupplies Inc.,63.45,19.92452830188679,Medium
2431,Medicines,Antihistamine,645,74,929,224.43,51,9,V005,PrimeMed Supply Chain,181.89,12.647058823529411,Medium
2432,IV & Emergency Supplies,Defibrillator Pads,1434,468,2569,596.13,164,5,V002,EquipMed Co.,554.03,8.74390243902439,Medium
2433,IV & Emergency Supplies,Defibrillator Pads,5127,1694,8959,560.23,166,5,V005,PrimeMed Supply Chain,612.6,30.8855421686747,Low
2434,Surgical Supplies,Gauze,5897,2002,13292,82.75,280,6,V003,HealthTools Ltd.,88.55,21.060714285714287,Low
2435,IV & Emergency Supplies,IV Fluid,1145,399,1513,676.78,166,2,V001,MedSupplies Inc.,659.38,6.897590361445783,Low
2436,Diagnostic Supplies,Blood Collection Tube,1654,207,3031,459.95,45,17,V001,MedSupplies Inc.,497.49,36.75555555555555,Low
2437,Equipment/Consumables,Thermometer,2600,483,5484,10929.89,38,10,V003,HealthTools Ltd.,11330.64,68.42105263157895,Low
2438,Medicines,Antibiotic,2305,793,5153,328.71,39,9,V003,HealthTools Ltd.,309.86,59.1025641025641,Low
2439,Surgical Supplies,Syringes,21028,3543,47640,41.7,377,9,V004,CarePlus Distributors,39.72,55.777188328912466,Low
2440,Diagnostic Supplies,Blood Collection Tube,128,32,231,132.98,16,15,V005,PrimeMed Supply Chain,144.76,8.0,High
2441,Diagnostic Supplies,Blood Collection Tube,508,55,965,105.16,15,6,V002,EquipMed Co.,107.1,33.86666666666667,Low
2442,Diagnostic Supplies,Blood Collection Tube,904,97,1116,190.65,47,19,V002,EquipMed Co.,171.52,19.23404255319149,Medium
2443,Equipment/Consumables,Ventilator Filter,193,40,321,10315.47,40,4,V004,CarePlus Distributors,11129.85,4.825,Medium
2444,IV & Emergency Supplies,IV Fluid,767,255,1856,325.4,172,3,V005,PrimeMed Supply Chain,329.45,4.459302325581396,Medium
2445,Equipment/Consumables,BP Monitor Cuff,832,193,1764,2961.15,20,8,V003,HealthTools Ltd.,3184.21,41.6,Low
2446,Diagnostic Supplies,Blood Collection Tube,446,138,690,318.21,55,11,V002,EquipMed Co.,295.25,8.10909090909091,High
2447,IV & Emergency Supplies,Emergency Kit,348,52,652,352.49,60,5,V002,EquipMed Co.,343.62,5.8,Medium
2448,Diagnostic Supplies,Blood Collection Tube,390,45,792,161.84,65,8,V004,CarePlus Distributors,177.16,6.0,High
2449,Medicines,Antihistamine,995,332,2019,153.82,34,12,V004,CarePlus Distributors,142.79,29.264705882352942,Low
2450,Diagnostic Supplies,X-ray Film,208,68,510,441.25,22,17,V002,EquipMed Co.,372.59,9.454545454545455,High
2451,IV & Emergency Supplies,Emergency Kit,834,173,1533,595.64,104,2,V004,CarePlus Distributors,580.07,8.01923076923077,Low
2452,Equipment/Consumables,BP Monitor Cuff,15,3,36,703.6,7,4,V002,EquipMed Co.,575.65,2.142857142857143,High
2453,IV & Emergency Supplies,Defibrillator Pads,311,68,403,604.87,77,6,V005,PrimeMed Supply Chain,514.91,4.038961038961039,High
2454,Diagnostic Supplies,X-ray Film,1146,173,2505,395.64,15,18,V005,PrimeMed Supply Chain,342.61,76.4,Low
2455,Surgical Supplies,Surgical Gloves,646,68,1425,42.51,298,2,V005,PrimeMed Supply Chain,44.02,2.1677852348993287,Medium
2456,Surgical Supplies,Surgical Gloves,2641,728,5640,96.41,301,4,V004,CarePlus Distributors,105.52,8.774086378737541,Low
2457,Equipment/Consumables,BP Monitor Cuff,155,18,372,16772.69,13,12,V001,MedSupplies Inc.,13955.38,11.923076923076923,High
2458,IV & Emergency Supplies,Defibrillator Pads,110,36,254,746.05,37,5,V003,HealthTools Ltd.,677.19,2.972972972972973,High
2459,Medicines,Antihistamine,2746,453,3490,136.21,91,5,V003,HealthTools Ltd.,125.55,30.175824175824175,Low
2460,Equipment/Consumables,Thermometer,1097,161,1604,17956.88,38,4,V001,MedSupplies Inc.,16160.92,28.86842105263158,Low
2461,Equipment/Consumables,Thermometer,498,91,879,7788.86,36,8,V001,MedSupplies Inc.,7502.67,13.833333333333334,Medium
2462,Diagnostic Supplies,Blood Collection Tube,5940,1200,9722,126.13,52,16,V001,MedSupplies Inc.,131.2,114.23076923076923,Low
2463,Equipment/Consumables,Thermometer,1777,508,3816,11175.42,54,7,V003,HealthTools Ltd.,11282.93,32.907407407407405,Low
2464,IV & Emergency Supplies,Cannula,1149,399,1695,658.01,32,6,V001,MedSupplies Inc.,572.52,35.90625,Low
2465,Surgical Supplies,Surgical Gloves,2089,670,3823,31.54,252,7,V004,CarePlus Distributors,28.95,8.28968253968254,Medium
2466,Equipment/Consumables,BP Monitor Cuff,79,17,181,10883.02,30,4,V003,HealthTools Ltd.,9333.66,2.6333333333333333,High
2467,Medicines,Insulin,322,70,557,427.52,14,13,V001,MedSupplies Inc.,425.17,23.0,Medium
2468,IV & Emergency Supplies,Oxygen Mask,2358,490,2986,52.97,191,3,V005,PrimeMed Supply Chain,45.17,12.345549738219896,Low
2469,Diagnostic Supplies,Blood Collection Tube,1224,163,1635,550.44,18,13,V004,CarePlus Distributors,547.21,68.0,Low
2470,Diagnostic Supplies,Test Kit,873,257,1564,198.35,46,10,V003,HealthTools Ltd.,186.53,18.97826086956522,Medium
2471,Medicines,Antibiotic,1067,307,2097,249.33,36,12,V001,MedSupplies Inc.,243.25,29.63888888888889,Low
2472,Equipment/Consumables,Thermometer,228,58,395,11976.59,41,3,V004,CarePlus Distributors,9585.51,5.560975609756097,Medium
2473,IV & Emergency Supplies,Oxygen Mask,77,14,127,188.99,38,2,V001,MedSupplies Inc.,163.72,2.026315789473684,Medium
2474,Equipment/Consumables,Thermometer,289,42,650,3697.86,40,6,V002,EquipMed Co.,3203.56,7.225,Medium
2475,Surgical Supplies,Surgical Mask,3383,381,4390,41.62,149,4,V003,HealthTools Ltd.,36.82,22.70469798657718,Low
2476,Surgical Supplies,Syringes,3888,875,4966,20.18,350,8,V005,PrimeMed Supply Chain,19.84,11.108571428571429,Medium
2477,Surgical Supplies,Sutures,6716,720,15750,25.72,386,9,V003,HealthTools Ltd.,24.87,17.39896373056995,Medium
2478,Diagnostic Supplies,Reagent,5308,1100,10733,370.68,53,19,V002,EquipMed Co.,383.69,100.15094339622641,Low
2479,Diagnostic Supplies,Blood Collection Tube,156,37,243,359.05,74,6,V001,MedSupplies Inc.,298.46,2.108108108108108,High
2480,Diagnostic Supplies,Test Kit,1434,236,1999,494.63,16,18,V005,PrimeMed Supply Chain,419.59,89.625,Low
2481,Equipment/Consumables,Thermometer,225,51,290,15364.33,24,4,V003,HealthTools Ltd.,12981.4,9.375,Low
2482,Medicines,Painkiller,243,75,422,431.08,106,5,V004,CarePlus Distributors,382.96,2.292452830188679,High
2483,Surgical Supplies,Syringes,1577,292,2258,48.76,292,7,V001,MedSupplies Inc.,49.1,5.4006849315068495,High
2484,Medicines,Antibiotic,2601,594,6093,460.63,60,6,V003,HealthTools Ltd.,469.76,43.35,Low
2485,Diagnostic Supplies,Reagent,1090,141,1692,108.64,19,8,V003,HealthTools Ltd.,92.06,57.36842105263158,Low
2486,Surgical Supplies,Surgical Gloves,293,99,705,41.05,50,7,V002,EquipMed Co.,35.49,5.86,High
2487,Medicines,Painkiller,4947,798,7330,91.9,79,9,V005,PrimeMed Supply Chain,96.7,62.620253164556964,Low
2488,Diagnostic Supplies,Test Kit,55,17,119,287.69,15,10,V002,EquipMed Co.,295.97,3.6666666666666665,High
2489,Diagnostic Supplies,Test Kit,658,184,873,222.71,44,7,V004,CarePlus Distributors,191.13,14.954545454545455,Low
2490,Medicines,Painkiller,358,95,693,431.2,14,7,V001,MedSupplies Inc.,424.73,25.571428571428573,Low
2491,Medicines,Antihistamine,496,65,830,398.94,106,13,V001,MedSupplies Inc.,351.39,4.679245283018868,High
2492,Diagnostic Supplies,Blood Collection Tube,129,29,229,232.77,44,9,V002,EquipMed Co.,245.31,2.9318181818181817,High
2493,Surgical Supplies,Syringes,470,78,778,85.02,75,3,V004,CarePlus Distributors,86.01,6.266666666666667,Low
2494,Surgical Supplies,Sutures,725,80,1752,97.88,342,4,V002,EquipMed Co.,90.78,2.1198830409356724,High
2495,Equipment/Consumables,BP Monitor Cuff,1255,201,2028,16948.24,17,11,V002,EquipMed Co.,14239.15,73.82352941176471,Low
2496,Medicines,Antibiotic,1078,306,1725,339.42,78,12,V004,CarePlus Distributors,336.34,13.820512820512821,Medium
2497,Surgical Supplies,Surgical Gloves,8380,2564,15878,42.38,292,6,V001,MedSupplies Inc.,46.06,28.698630136986303,Low
2498,Medicines,Antiviral,4286,657,6823,349.98,145,12,V004,CarePlus Distributors,326.0,29.55862068965517,Low
2499,IV & Emergency Supplies,Cannula,20,5,44,133.36,24,2,V005,PrimeMed Supply Chain,115.9,0.8333333333333334,High
2500,IV & Emergency Supplies,Oxygen Mask,463,150,911,187.43,90,3,V003,HealthTools Ltd.,173.37,5.144444444444445,Medium
2501,Medicines,Antiviral,2401,811,5648,452.0,109,10,V001,MedSupplies Inc.,367.57,22.027522935779817,Low
2502,Diagnostic Supplies,Test Kit,262,36,543,579.79,39,10,V004,CarePlus Distributors,548.77,6.717948717948718,High
2503,IV & Emergency Supplies,Cannula,558,133,1043,17.86,152,6,V002,EquipMed Co.,18.32,3.6710526315789473,High
2504,IV & Emergency Supplies,Emergency Kit,3141,456,4152,323.65,199,3,V004,CarePlus Distributors,300.15,15.78391959798995,Low
2505,Equipment/Consumables,BP Monitor Cuff,978,282,2354,11530.55,26,6,V004,CarePlus Distributors,11794.29,37.61538461538461,Low
2506,Surgical Supplies,Sutures,1369,281,1892,88.27,203,7,V001,MedSupplies Inc.,94.78,6.74384236453202,High
2507,Surgical Supplies,Surgical Mask,137,17,271,13.91,39,2,V001,MedSupplies Inc.,13.18,3.5128205128205128,Medium
2508,Equipment/Consumables,Ventilator Filter,175,22,423,14493.42,25,3,V004,CarePlus Distributors,13344.18,7.0,Low
2509,Surgical Supplies,Surgical Gloves,20015,2845,32701,62.07,287,9,V004,CarePlus Distributors,58.91,69.73867595818815,Low
2510,Medicines,Antihistamine,7965,2627,14852,469.9,94,11,V001,MedSupplies Inc.,378.61,84.73404255319149,Low
2511,Diagnostic Supplies,Test Kit,698,231,1664,44.33,18,11,V004,CarePlus Distributors,48.54,38.77777777777778,Low
2512,Equipment/Consumables,BP Monitor Cuff,1116,384,1819,16497.61,42,11,V001,MedSupplies Inc.,16778.55,26.571428571428573,Low
2513,Diagnostic Supplies,Blood Collection Tube,1226,418,2286,223.03,63,12,V003,HealthTools Ltd.,225.79,19.46031746031746,Medium
2514,Surgical Supplies,Surgical Gloves,210,71,485,12.89,165,3,V003,HealthTools Ltd.,11.93,1.2727272727272727,High
2515,Diagnostic Supplies,Test Kit,3059,506,3720,560.36,70,16,V002,EquipMed Co.,535.0,43.7,Low
2516,IV & Emergency Supplies,IV Fluid,1928,330,4006,464.21,180,5,V002,EquipMed Co.,447.35,10.71111111111111,Low
2517,Equipment/Consumables,BP Monitor Cuff,1952,589,3833,2904.43,25,12,V004,CarePlus Distributors,2654.15,78.08,Low
2518,Surgical Supplies,Sutures,6114,1331,7391,69.24,395,7,V003,HealthTools Ltd.,65.6,15.478481012658229,Low
2519,Surgical Supplies,Gauze,955,126,1437,74.11,228,3,V004,CarePlus Distributors,61.38,4.18859649122807,Medium
2520,IV & Emergency Supplies,Oxygen Mask,623,102,886,546.48,40,3,V004,CarePlus Distributors,555.41,15.575,Low
2521,Surgical Supplies,Gauze,1792,547,3490,54.49,297,3,V002,EquipMed Co.,45.93,6.033670033670034,Low
2522,Surgical Supplies,Surgical Mask,1812,535,3887,63.35,319,7,V003,HealthTools Ltd.,61.69,5.6802507836990594,High
2523,IV & Emergency Supplies,IV Fluid,2297,522,3413,353.21,90,4,V005,PrimeMed Supply Chain,335.9,25.522222222222222,Low
2524,IV & Emergency Supplies,IV Fluid,381,109,677,398.41,141,5,V005,PrimeMed Supply Chain,416.79,2.702127659574468,High
2525,Diagnostic Supplies,Test Kit,1342,227,2427,235.74,64,16,V001,MedSupplies Inc.,216.53,20.96875,Medium
2526,IV & Emergency Supplies,IV Fluid,333,115,825,716.37,127,5,V001,MedSupplies Inc.,591.73,2.622047244094488,High
2527,Surgical Supplies,Surgical Gloves,4963,1441,7223,65.53,324,9,V004,CarePlus Distributors,56.94,15.317901234567902,Medium
2528,Equipment/Consumables,Small Equipment,401,129,755,16462.59,42,4,V001,MedSupplies Inc.,16807.12,9.547619047619047,Low
2529,Equipment/Consumables,Small Equipment,159,38,206,1476.84,27,3,V004,CarePlus Distributors,1503.97,5.888888888888889,Medium
2530,IV & Emergency Supplies,IV Fluid,741,109,1373,164.08,89,2,V001,MedSupplies Inc.,168.79,8.325842696629213,Low
2531,Diagnostic Supplies,Reagent,869,168,1350,38.88,23,5,V002,EquipMed Co.,36.42,37.78260869565217,Low
2532,Surgical Supplies,Gauze,91,17,221,96.67,25,8,V005,PrimeMed Supply Chain,84.48,3.64,High
