Date,Item_ID,Item_Type,Item_Name,Current_Stock,Min_Required,Max_Capacity,Unit_Cost,Avg_Usage_Per_Day,Restock_Lead_Time,Vendor_ID,Days_Until_Stockout,Risk_Label,Vendor_Name,Avg_Lead_Time (days),Cost_Per_Item
2025-11-12,101,Consumable,Ventilator,4488,822,3983,6264.8,486,2,V003,9.234567901234568,Low,HealthTools Ltd.,15,5000.0
2025-11-13,102,Consumable,X-ray Machine,300,591,2399,559.59,183,23,V002,1.639344262295082,High,EquipMed Co.,30,20000.0
2025-11-14,101,Consumable,X-ray Machine,3716,370,4749,587.41,179,4,V003,20.75977653631285,Low,HealthTools Ltd.,15,5000.0
2025-11-15,103,Consumable,Gloves,2672,504,2060,11552.65,394,27,V003,6.781725888324873,High,HealthTools Ltd.,15,5000.0
2025-11-16,104,Consumable,IV Drip,1615,794,4345,1658.77,290,7,V001,5.568965517241379,High,MedSupplies Inc.,5,0.5
2025-11-17,101,Equipment,Surgical Mask,189,282,5654,879.04,245,8,V001,0.7714285714285715,High,MedSupplies Inc.,5,0.5
2025-11-18,101,Equipment,IV Drip,2256,788,576,3457.98,41,26,V002,55.02439024390244,Low,EquipMed Co.,30,20000.0
2025-11-19,100,Equipment,IV Drip,377,527,3759,9197.56,169,21,V003,2.230769230769231,High,HealthTools Ltd.,15,5000.0
2025-11-20,107,Consumable,Gloves,3692,929,4127,10015.6,244,17,V002,15.131147540983607,High,EquipMed Co.,30,20000.0
2025-11-21,108,Equipment,X-ray Machine,715,953,1475,18305.37,392,25,V001,1.8239795918367347,High,MedSupplies Inc.,5,0.5
2025-11-22,104,Equipment,Surgical Mask,542,589,1327,8393.67,411,3,V003,1.3187347931873479,High,HealthTools Ltd.,15,5000.0
2025-11-23,103,Consumable,Surgical Mask,872,176,3849,2156.02,158,29,V001,5.518987341772152,High,MedSupplies Inc.,5,0.5
2025-11-24,105,Equipment,Gloves,389,284,2048,4618.7,435,11,V002,0.8942528735632184,High,EquipMed Co.,30,20000.0
2025-11-25,106,Consumable,Ventilator,2271,104,3428,18908.2,186,20,V003,12.209677419354838,High,HealthTools Ltd.,15,5000.0
2025-11-26,103,Consumable,IV Drip,1451,474,1145,11903.24,18,3,V001,80.61111111111111,Low,MedSupplies Inc.,5,0.5
2025-11-27,102,Consumable,IV Drip,540,809,2160,7107.17,127,25,V003,4.251968503937008,High,HealthTools Ltd.,15,5000.0
2025-11-28,109,Consumable,Surgical Mask,934,436,2827,17854.28,267,1,V003,3.49812734082397,Low,HealthTools Ltd.,15,5000.0
2025-11-29,108,Equipment,IV Drip,4131,57,3363,6011.83,300,7,V002,13.77,Medium,EquipMed Co.,30,20000.0
2025-11-30,101,Equipment,Surgical Mask,901,287,2542,17621.95,447,14,V001,2.0156599552572705,High,MedSupplies Inc.,5,0.5
2025-12-01,104,Equipment,X-ray Machine,2347,65,4346,2423.11,226,7,V003,10.38495575221239,Medium,HealthTools Ltd.,15,5000.0
2025-12-02,100,Equipment,X-ray Machine,2647,340,568,18764.62,450,26,V002,5.8822222222222225,High,EquipMed Co.,30,20000.0
2025-12-03,108,Equipment,Surgical Mask,926,118,5821,18753.76,231,28,V001,4.008658008658009,High,MedSupplies Inc.,5,0.5
2025-12-04,103,Consumable,Gloves,3851,41,5539,6905.72,382,16,V002,10.081151832460733,High,EquipMed Co.,30,20000.0
2025-12-05,109,Equipment,IV Drip,1593,605,3278,351.47,276,6,V001,5.771739130434782,High,MedSupplies Inc.,5,0.5
2025-12-06,105,Consumable,Surgical Mask,3054,76,5071,7061.15,222,14,V003,13.756756756756756,High,HealthTools Ltd.,15,5000.0
2025-12-07,105,Equipment,Gloves,4500,157,1796,3616.63,391,10,V002,11.508951406649617,Medium,EquipMed Co.,30,20000.0
2025-12-08,101,Equipment,X-ray Machine,1562,169,2262,5321.71,6,24,V001,260.3333333333333,Low,MedSupplies Inc.,5,0.5
2025-12-09,107,Equipment,IV Drip,1907,892,5745,12513.84,197,20,V002,9.680203045685278,High,EquipMed Co.,30,20000.0
2025-12-10,108,Equipment,IV Drip,1080,797,1552,8862.24,451,23,V003,2.3946784922394677,High,HealthTools Ltd.,15,5000.0
2025-12-11,106,Equipment,X-ray Machine,1444,817,4880,14726.39,248,25,V003,5.82258064516129,High,HealthTools Ltd.,15,5000.0
2025-12-12,104,Consumable,Ventilator,4913,945,3173,12740.92,425,14,V001,11.56,High,MedSupplies Inc.,5,0.5
2025-12-13,107,Consumable,Surgical Mask,3694,583,3149,6011.49,489,22,V001,7.554192229038855,High,MedSupplies Inc.,5,0.5
2025-12-14,103,Equipment,Gloves,2159,619,1657,6477.87,465,14,V001,4.643010752688172,High,MedSupplies Inc.,5,0.5
2025-12-15,105,Equipment,Gloves,3625,950,2102,15963.03,328,3,V003,11.051829268292684,Low,HealthTools Ltd.,15,5000.0
2025-12-16,103,Consumable,Ventilator,2556,254,1215,10643.49,425,25,V002,6.014117647058823,High,EquipMed Co.,30,20000.0
2025-12-17,106,Consumable,Gloves,4943,758,3137,2548.05,281,10,V001,17.590747330960856,Medium,MedSupplies Inc.,5,0.5
2025-12-18,104,Equipment,Gloves,1313,448,3244,11734.67,216,2,V002,6.078703703703703,Low,EquipMed Co.,30,20000.0
2025-12-19,107,Equipment,IV Drip,1066,744,2577,2760.01,181,27,V003,5.889502762430939,High,HealthTools Ltd.,15,5000.0
2025-12-20,103,Equipment,Surgical Mask,4174,132,5045,17374.23,379,14,V002,11.013192612137203,High,EquipMed Co.,30,20000.0
2025-12-21,100,Equipment,IV Drip,3509,497,5937,2585.84,151,21,V001,23.23841059602649,Medium,MedSupplies Inc.,5,0.5
2025-12-22,105,Consumable,X-ray Machine,4612,200,5084,13388.33,42,1,V001,109.80952380952381,Low,MedSupplies Inc.,5,0.5
2025-12-23,109,Consumable,IV Drip,1735,214,3726,17936.26,263,26,V001,6.596958174904943,High,MedSupplies Inc.,5,0.5
2025-12-24,103,Consumable,Ventilator,3384,922,1499,1962.92,121,29,V003,27.96694214876033,High,HealthTools Ltd.,15,5000.0
2025-12-25,107,Consumable,Surgical Mask,1351,90,2971,10604.88,207,15,V003,6.526570048309178,High,HealthTools Ltd.,15,5000.0
2025-12-26,105,Consumable,Ventilator,3753,520,605,19161.84,52,5,V003,72.17307692307692,Low,HealthTools Ltd.,15,5000.0
2025-12-27,105,Consumable,Surgical Mask,3020,144,4973,5559.22,168,8,V002,17.976190476190474,Low,EquipMed Co.,30,20000.0
2025-12-28,108,Equipment,Surgical Mask,4594,462,4856,5621.72,25,17,V001,183.76,Low,MedSupplies Inc.,5,0.5
2025-12-29,100,Equipment,Surgical Mask,2485,823,2932,9401.31,32,10,V003,77.65625,Low,HealthTools Ltd.,15,5000.0
2025-12-30,108,Consumable,Gloves,1450,990,767,18954.09,149,13,V003,9.731543624161073,High,HealthTools Ltd.,15,5000.0
2025-12-31,103,Consumable,IV Drip,2749,516,679,16020.37,147,18,V001,18.700680272108844,Medium,MedSupplies Inc.,5,0.5
2026-01-01,106,Consumable,Gloves,2078,680,1111,5424.08,292,5,V001,7.116438356164384,Medium,MedSupplies Inc.,5,0.5
2026-01-02,109,Consumable,Gloves,1591,598,1464,4632.09,481,17,V001,3.3076923076923075,High,MedSupplies Inc.,5,0.5
2026-01-03,103,Equipment,IV Drip,2883,901,1232,3972.74,213,17,V002,13.535211267605634,High,EquipMed Co.,30,20000.0
2026-01-04,102,Equipment,Ventilator,1307,703,5508,8594.8,89,26,V002,14.685393258426966,High,EquipMed Co.,30,20000.0
2026-01-05,107,Consumable,Surgical Mask,160,427,5480,16158.21,481,17,V003,0.33264033264033266,High,HealthTools Ltd.,15,5000.0
2026-01-06,100,Consumable,Ventilator,2718,612,1594,3046.47,92,4,V002,29.543478260869566,Low,EquipMed Co.,30,20000.0
2026-01-07,103,Equipment,Ventilator,1104,412,3308,12341.39,301,9,V003,3.6677740863787376,High,HealthTools Ltd.,15,5000.0
2026-01-08,100,Consumable,X-ray Machine,3988,144,2643,9446.07,357,23,V001,11.170868347338935,High,MedSupplies Inc.,5,0.5
2026-01-09,103,Equipment,Gloves,1845,642,1526,12926.59,467,3,V002,3.9507494646680943,Medium,EquipMed Co.,30,20000.0
2026-01-10,106,Equipment,Surgical Mask,178,140,5104,8070.0,151,1,V003,1.1788079470198676,Medium,HealthTools Ltd.,15,5000.0
2026-01-11,101,Consumable,IV Drip,1935,164,3814,15196.56,483,26,V003,4.0062111801242235,High,HealthTools Ltd.,15,5000.0
2026-01-12,109,Consumable,Ventilator,2398,248,4405,6420.49,416,7,V002,5.764423076923077,High,EquipMed Co.,30,20000.0
2026-01-13,102,Equipment,X-ray Machine,1310,291,2773,14443.49,179,22,V003,7.318435754189944,High,HealthTools Ltd.,15,5000.0
2026-01-14,109,Equipment,X-ray Machine,4017,535,1946,19193.19,275,29,V001,14.607272727272727,High,MedSupplies Inc.,5,0.5
2026-01-15,104,Consumable,Ventilator,2725,969,3128,11585.05,79,23,V003,34.49367088607595,Medium,HealthTools Ltd.,15,5000.0
2026-01-16,109,Equipment,Ventilator,3055,741,2386,12691.4,8,28,V001,381.875,Low,MedSupplies Inc.,5,0.5
2026-01-17,101,Consumable,X-ray Machine,2352,584,5615,10496.26,12,26,V002,196.0,Low,EquipMed Co.,30,20000.0
2026-01-18,103,Consumable,Gloves,3122,67,2883,9719.26,192,18,V002,16.260416666666668,High,EquipMed Co.,30,20000.0
2026-01-19,102,Equipment,X-ray Machine,3907,303,5747,3371.35,203,5,V003,19.246305418719214,Low,HealthTools Ltd.,15,5000.0
2026-01-20,104,Equipment,X-ray Machine,2511,951,4873,13751.14,442,5,V002,5.680995475113122,Medium,EquipMed Co.,30,20000.0
2026-01-21,109,Consumable,X-ray Machine,1677,415,4461,12123.63,315,3,V002,5.3238095238095235,Medium,EquipMed Co.,30,20000.0
2026-01-22,107,Consumable,Gloves,1060,117,5991,11057.94,39,26,V001,27.17948717948718,Medium,MedSupplies Inc.,5,0.5
2026-01-23,104,Equipment,Gloves,1302,514,1626,6128.89,170,12,V001,7.658823529411765,High,MedSupplies Inc.,5,0.5
2026-01-24,109,Consumable,Gloves,1261,847,4868,7890.13,471,11,V002,2.6772823779193207,High,EquipMed Co.,30,20000.0
2026-01-25,104,Consumable,IV Drip,4209,827,2550,8664.16,449,3,V002,9.374164810690424,Low,EquipMed Co.,30,20000.0
2026-01-26,101,Consumable,IV Drip,1687,35,1201,13149.87,35,12,V003,48.2,Low,HealthTools Ltd.,15,5000.0
2026-01-27,102,Equipment,IV Drip,1793,278,5730,14518.01,210,13,V001,8.538095238095238,High,MedSupplies Inc.,5,0.5
2026-01-28,107,Equipment,IV Drip,2995,574,2836,6259.41,427,21,V002,7.014051522248243,High,EquipMed Co.,30,20000.0
2026-01-29,102,Equipment,Surgical Mask,3099,848,731,12294.92,437,10,V003,7.091533180778032,High,HealthTools Ltd.,15,5000.0
2026-01-30,103,Consumable,Surgical Mask,1823,953,4273,7407.8,71,27,V001,25.676056338028168,High,MedSupplies Inc.,5,0.5
2026-01-31,109,Equipment,Surgical Mask,1310,775,885,9704.49,132,4,V003,9.924242424242424,Low,HealthTools Ltd.,15,5000.0
2026-02-01,107,Equipment,Ventilator,2023,83,3864,1638.81,425,20,V002,4.76,High,EquipMed Co.,30,20000.0
2026-02-02,106,Consumable,Surgical Mask,2724,916,4429,11573.76,380,7,V002,7.168421052631579,Medium,EquipMed Co.,30,20000.0
2026-02-03,106,Consumable,Ventilator,3297,594,764,17928.89,92,28,V002,35.83695652173913,Medium,EquipMed Co.,30,20000.0
2026-02-04,102,Equipment,X-ray Machine,1780,484,3407,19068.13,461,11,V001,3.86117136659436,High,MedSupplies Inc.,5,0.5
2026-02-05,103,Equipment,Surgical Mask,317,154,1524,6693.04,168,17,V001,1.8869047619047619,High,MedSupplies Inc.,5,0.5
2026-02-06,106,Equipment,Gloves,1979,361,663,3402.94,214,9,V002,9.24766355140187,Medium,EquipMed Co.,30,20000.0
2026-02-07,100,Equipment,IV Drip,2906,872,5810,19532.82,282,26,V003,10.304964539007091,High,HealthTools Ltd.,15,5000.0
2026-02-08,108,Consumable,Ventilator,4072,776,3496,15934.2,257,6,V002,15.844357976653697,Low,EquipMed Co.,30,20000.0
2026-02-09,100,Equipment,X-ray Machine,997,239,2186,5863.88,108,16,V002,9.231481481481481,High,EquipMed Co.,30,20000.0
2026-02-10,107,Equipment,Surgical Mask,4193,304,4213,90.3,419,27,V001,10.007159904534607,High,MedSupplies Inc.,5,0.5
2026-02-11,106,Consumable,IV Drip,822,186,2385,5284.45,382,6,V003,2.1518324607329844,High,HealthTools Ltd.,15,5000.0
2026-02-12,105,Consumable,Gloves,3619,710,2807,19098.93,450,19,V003,8.042222222222222,High,HealthTools Ltd.,15,5000.0
